2019-10-05 12:27:32.542,equip01,tag001,26.216017188,4
2019-10-05 12:27:32.542,equip01,tag002,95.1460536686,1
2019-10-05 12:27:32.542,equip01,tag003,66.1602503844,1
2019-10-05 12:27:32.542,equip01,tag004,57.4653195742,5
2019-10-05 12:27:32.542,equip01,tag005,66.4480873797,8
2019-10-05 12:27:32.542,equip01,tag006,2.01655918139,5
2019-10-05 12:27:32.542,equip01,tag007,91.6400257249,3
2019-10-05 12:27:32.542,equip01,tag008,77.7721477613,2
2019-10-05 12:27:32.542,equip01,tag009,6.39913158443,3
2019-10-05 12:27:32.542,equip01,tag010,80.3763337321,9
2019-10-05 12:27:32.542,equip01,tag011,54.346722117,6
2019-10-05 12:27:32.542,equip01,tag012,84.0559158141,7
2019-10-05 12:27:32.542,equip01,tag013,74.3329675423,9
2019-10-05 12:27:32.542,equip01,tag014,85.1771190106,8
2019-10-05 12:27:32.542,equip01,tag015,46.0020474405,6
2019-10-05 12:27:32.542,equip01,tag016,64.816757209,1
2019-10-05 12:27:32.542,equip01,tag017,58.7622252108,8
2019-10-05 12:27:32.542,equip01,tag018,65.60171233,9
2019-10-05 12:27:32.542,equip01,tag019,46.8592619948,1
2019-10-05 12:27:32.542,equip01,tag020,88.8970772046,9
2019-10-05 12:27:32.742,equip02,tag001,3.97672471386,4
2019-10-05 12:27:32.742,equip02,tag002,11.3633560269,9
2019-10-05 12:27:32.742,equip02,tag003,74.2960149443,1
2019-10-05 12:27:32.742,equip02,tag004,46.3407099637,9
2019-10-05 12:27:32.742,equip02,tag005,55.0290986306,1
2019-10-05 12:27:32.742,equip02,tag006,48.2725013447,9
2019-10-05 12:27:32.742,equip02,tag007,11.1324470349,8
2019-10-05 12:27:32.742,equip02,tag008,55.1207831938,3
2019-10-05 12:27:32.742,equip02,tag009,74.9225138786,3
2019-10-05 12:27:32.742,equip02,tag010,63.6091915274,6
2019-10-05 12:27:32.742,equip02,tag011,94.9654154613,4
2019-10-05 12:27:32.742,equip02,tag012,85.7143215289,4
2019-10-05 12:27:32.742,equip02,tag013,49.8880591291,6
2019-10-05 12:27:32.742,equip02,tag014,56.206943695,4
2019-10-05 12:27:32.742,equip02,tag015,81.8501979371,6
2019-10-05 12:27:32.742,equip02,tag016,76.1345367808,3
2019-10-05 12:27:32.742,equip02,tag017,37.7980403308,1
2019-10-05 12:27:32.742,equip02,tag018,70.4703676937,5
2019-10-05 12:27:32.742,equip02,tag019,84.5441494809,7
2019-10-05 12:27:32.742,equip02,tag020,36.9064020325,10
2019-10-05 12:27:32.943,equip03,tag001,85.6358069168,2
2019-10-05 12:27:32.943,equip03,tag002,65.376551978,6
2019-10-05 12:27:32.943,equip03,tag003,33.9658368002,10
2019-10-05 12:27:32.943,equip03,tag004,62.655866591,10
2019-10-05 12:27:32.943,equip03,tag005,95.6945550563,3
2019-10-05 12:27:32.943,equip03,tag006,14.6890931953,10
2019-10-05 12:27:32.943,equip03,tag007,12.1918633501,2
2019-10-05 12:27:32.943,equip03,tag008,90.9960193629,1
2019-10-05 12:27:32.943,equip03,tag009,15.0354276164,2
2019-10-05 12:27:32.943,equip03,tag010,17.3965324883,9
2019-10-05 12:27:32.943,equip03,tag011,84.7217233861,5
2019-10-05 12:27:32.943,equip03,tag012,66.7912780631,3
2019-10-05 12:27:32.943,equip03,tag013,84.536058726,6
2019-10-05 12:27:32.943,equip03,tag014,74.7446288866,6
2019-10-05 12:27:32.943,equip03,tag015,12.1134440759,8
2019-10-05 12:27:32.943,equip03,tag016,39.5480440039,5
2019-10-05 12:27:32.943,equip03,tag017,29.7703575385,4
2019-10-05 12:27:32.943,equip03,tag018,29.2145684209,9
2019-10-05 12:27:32.943,equip03,tag019,88.0350945291,1
2019-10-05 12:27:32.943,equip03,tag020,71.6426399719,10
2019-10-05 12:27:33.144,equip04,tag001,23.6951182047,7
2019-10-05 12:27:33.144,equip04,tag002,91.120204383,10
2019-10-05 12:27:33.144,equip04,tag003,13.974852144,10
2019-10-05 12:27:33.144,equip04,tag004,57.7663925078,7
2019-10-05 12:27:33.144,equip04,tag005,12.1130264409,5
2019-10-05 12:27:33.144,equip04,tag006,8.81135221894,2
2019-10-05 12:27:33.144,equip04,tag007,74.0084183773,9
2019-10-05 12:27:33.144,equip04,tag008,87.2850990135,7
2019-10-05 12:27:33.144,equip04,tag009,13.4354424231,3
2019-10-05 12:27:33.144,equip04,tag010,40.2443899615,7
2019-10-05 12:27:33.144,equip04,tag011,77.053016138,8
2019-10-05 12:27:33.144,equip04,tag012,54.3328204832,6
2019-10-05 12:27:33.144,equip04,tag013,16.8497429708,2
2019-10-05 12:27:33.144,equip04,tag014,89.1330679868,10
2019-10-05 12:27:33.144,equip04,tag015,95.347399685,10
2019-10-05 12:27:33.144,equip04,tag016,61.8102807175,3
2019-10-05 12:27:33.144,equip04,tag017,99.2573292966,8
2019-10-05 12:27:33.144,equip04,tag018,91.6638881937,3
2019-10-05 12:27:33.144,equip04,tag019,21.7174741638,9
2019-10-05 12:27:33.144,equip04,tag020,34.4846080059,9
2019-10-05 12:27:33.344,equip05,tag001,15.8435046263,1
2019-10-05 12:27:33.344,equip05,tag002,35.3328440302,6
2019-10-05 12:27:33.344,equip05,tag003,83.7408212245,10
2019-10-05 12:27:33.344,equip05,tag004,58.8280746336,8
2019-10-05 12:27:33.344,equip05,tag005,11.635414335,5
2019-10-05 12:27:33.344,equip05,tag006,50.561233272,4
2019-10-05 12:27:33.344,equip05,tag007,72.0587849714,5
2019-10-05 12:27:33.344,equip05,tag008,93.7751532607,5
2019-10-05 12:27:33.344,equip05,tag009,76.7268536906,7
2019-10-05 12:27:33.344,equip05,tag010,91.8577620477,2
2019-10-05 12:27:33.344,equip05,tag011,36.475842683,3
2019-10-05 12:27:33.344,equip05,tag012,71.366217934,10
2019-10-05 12:27:33.344,equip05,tag013,36.4092164509,9
2019-10-05 12:27:33.344,equip05,tag014,85.4030598452,4
2019-10-05 12:27:33.344,equip05,tag015,67.0875059998,3
